date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:53	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:11:53%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.7c.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:11:54	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:11:56%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.7d.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:11:55	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:11:57%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.7e.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:11:57	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:11:58%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.7f.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:11:58	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:00%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.80.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:01	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:03%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.81.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:03	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:04%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.82.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:05	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:07%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.83.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:07	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:08%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.84.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:28	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:27%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.85.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:30	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:32%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.86.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:33	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:34%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.87.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:34	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:36%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.88.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:37	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:37%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.89.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:38	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:40%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.8a.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:39	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:41%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.8b.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:40	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:42%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.8c.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:42	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:44%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.8d.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:44	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:45%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.8e.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:45	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:47%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.8f.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:48	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:48%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.90.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:51	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:51%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.91.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:56	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:58%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.92.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:58	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:12:59%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.93.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
12:12:59	34032/34032	---MC-	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202019%2011:13:01%20GMT	https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png	C:/Users/PASS.NG/Desktop/eventify/eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/i/logo.94.delaye	(from https://eventify.ng/vendor/index/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/assets/images/logo.png)
